drugname1	drugname2	cell_line	synergy	fold	drug1_fold	drug2_fold	cell_fold
DEXAMETHASONE	DINACICLIB	RPMI7951	2.7375000000000003	2	8	9	7
DEXAMETHASONE	ERLOTINIB	RPMI7951	0.855	4	8	1	7
DEXAMETHASONE	GELDANAMYCIN	RPMI7951	-1.5775	5	8	3	7
DEXAMETHASONE	L778123	RPMI7951	2.735	5	8	5	7
DEXAMETHASONE	LAPATINIB	RPMI7951	-0.73	2	8	6	7
DEXAMETHASONE	MK-4827	RPMI7951	3.5475000000000003	2	8	2	7
DEXAMETHASONE	MK-5108	RPMI7951	-0.385	1	8	3	7
DEXAMETHASONE	MK-8776	RPMI7951	-2.9275	5	8	5	7
DEXAMETHASONE	PD325901	RPMI7951	2.45	5	8	9	7
DEXAMETHASONE	TEMOZOLOMIDE	RPMI7951	-2.025	5	8	3	7
DEXAMETHASONE	ZOLINZA	RPMI7951	2.9075	4	8	7	7
DOXORUBICIN	BEZ-235	RPMI7951	0.1024999999999999	1	0	3	7
DOXORUBICIN	BORTEZOMIB	RPMI7951	2.635	3	0	4	7
DOXORUBICIN	DASATINIB	RPMI7951	-1.585	2	0	7	7
DOXORUBICIN	DINACICLIB	RPMI7951	1.6875	7	0	9	7
DOXORUBICIN	ERLOTINIB	RPMI7951	2.7275	5	0	1	7
DOXORUBICIN	GELDANAMYCIN	RPMI7951	1.985	9	0	3	7
DOXORUBICIN	L778123	RPMI7951	0.3525	0	0	5	7
DOXORUBICIN	MK-2206	RPMI7951	1.8925	3	0	0	7
DOXORUBICIN	MK-4827	RPMI7951	1.7125	1	0	2	7
DOXORUBICIN	PD325901	RPMI7951	-3.3100000000000005	8	0	9	7
DOXORUBICIN	SUNITINIB	RPMI7951	-2.3225	1	0	2	7
DOXORUBICIN	TEMOZOLOMIDE	RPMI7951	2.2725	6	0	3	7
ERLOTINIB	ABT-888	RPMI7951	-0.0449999999999999	8	1	1	7
ERLOTINIB	BORTEZOMIB	RPMI7951	1.7975	6	1	4	7
ERLOTINIB	DASATINIB	RPMI7951	-0.1524999999999999	2	1	7	7
ERLOTINIB	GELDANAMYCIN	RPMI7951	-0.0424999999999999	0	1	3	7
ERLOTINIB	PD325901	RPMI7951	-1.39	4	1	9	7
ETOPOSIDE	ABT-888	RPMI7951	3.6175	1	2	1	7
ETOPOSIDE	BEZ-235	RPMI7951	-0.975	6	2	3	7
ETOPOSIDE	BORTEZOMIB	RPMI7951	3.4775	8	2	4	7
ETOPOSIDE	DASATINIB	RPMI7951	-1.63	4	2	7	7
ETOPOSIDE	DINACICLIB	RPMI7951	1.87	2	2	9	7
ETOPOSIDE	ERLOTINIB	RPMI7951	2.8550000000000004	6	2	1	7
ETOPOSIDE	GELDANAMYCIN	RPMI7951	2.74	8	2	3	7
ETOPOSIDE	MK-8669	RPMI7951	-1.995	3	2	4	7
ETOPOSIDE	SORAFENIB	RPMI7951	-2.24	3	2	1	7
ETOPOSIDE	SUNITINIB	RPMI7951	0.8975	1	2	2	7
GELDANAMYCIN	BEZ-235	RPMI7951	0.83	6	3	3	7
GELDANAMYCIN	DINACICLIB	RPMI7951	-0.395	5	3	9	7
GELDANAMYCIN	MK-8776	RPMI7951	2.68	5	3	5	7
GELDANAMYCIN	OXALIPLATIN	RPMI7951	-0.5825	5	3	7	7
GELDANAMYCIN	SN-38	RPMI7951	3.04	7	3	0	7
GELDANAMYCIN	TOPOTECAN	RPMI7951	1.95	9	3	4	7
GEMCITABINE	BEZ-235	RPMI7951	0.0974999999999999	3	4	3	7
GEMCITABINE	BORTEZOMIB	RPMI7951	2.63	9	4	4	7
GEMCITABINE	DASATINIB	RPMI7951	-1.5125	0	4	7	7
GEMCITABINE	DINACICLIB	RPMI7951	0.01	6	4	9	7
GEMCITABINE	ERLOTINIB	RPMI7951	-1.19	0	4	1	7
GEMCITABINE	GELDANAMYCIN	RPMI7951	0.3974999999999999	2	4	3	7
GEMCITABINE	MK-2206	RPMI7951	1.2574999999999998	7	4	0	7
GEMCITABINE	MK-4827	RPMI7951	3.0625	6	4	2	7
GEMCITABINE	MK-5108	RPMI7951	3.0925	1	4	3	7
GEMCITABINE	MK-8669	RPMI7951	1.1075	6	4	4	7
GEMCITABINE	PD325901	RPMI7951	-1.37	3	4	9	7
L778123	ABT-888	RPMI7951	1.5825	5	5	1	7
L778123	BORTEZOMIB	RPMI7951	2.0525	9	5	4	7
L778123	DASATINIB	RPMI7951	-0.43	5	5	7	7
L778123	DINACICLIB	RPMI7951	3.665	3	5	9	7
L778123	GEMCITABINE	RPMI7951	3.205	9	5	4	7
L778123	MK-2206	RPMI7951	2.995	2	5	0	7
L778123	MK-5108	RPMI7951	2.975	9	5	3	7
L778123	MK-8669	RPMI7951	2.5275	5	5	4	7
L778123	OXALIPLATIN	RPMI7951	-0.1049999999999999	0	5	7	7
L778123	PD325901	RPMI7951	-0.0199999999999999	7	5	9	7
L778123	TEMOZOLOMIDE	RPMI7951	1.045	3	5	3	7
LAPATINIB	ABT-888	RPMI7951	0.4425000000000001	8	6	1	7
LAPATINIB	BORTEZOMIB	RPMI7951	3.1825	8	6	4	7
LAPATINIB	DASATINIB	RPMI7951	2.39	0	6	7	7
LAPATINIB	ERLOTINIB	RPMI7951	3.115	1	6	1	7
LAPATINIB	GELDANAMYCIN	RPMI7951	-0.2025	1	6	3	7
LAPATINIB	MK-8669	RPMI7951	2.1325000000000003	1	6	4	7
LAPATINIB	PD325901	RPMI7951	0.5050000000000001	6	6	9	7
LAPATINIB	SORAFENIB	RPMI7951	0.4974999999999999	1	6	1	7
METFORMIN	ABT-888	RPMI7951	-1.775	8	7	1	7
METFORMIN	AZD1775	RPMI7951	2.9125	7	7	2	7
METFORMIN	BORTEZOMIB	RPMI7951	-0.3325	1	7	4	7
METFORMIN	DASATINIB	RPMI7951	-2.895	1	7	7	7
METFORMIN	DINACICLIB	RPMI7951	0.8499999999999999	7	7	9	7
METFORMIN	ERLOTINIB	RPMI7951	-0.7549999999999999	2	7	1	7
METFORMIN	L778123	RPMI7951	1.365	8	7	5	7
METFORMIN	LAPATINIB	RPMI7951	2.46	1	7	6	7
METFORMIN	MK-2206	RPMI7951	-1.69	2	7	0	7
METFORMIN	MK-4827	RPMI7951	3.3000000000000003	6	7	2	7
METFORMIN	MK-5108	RPMI7951	2.925	9	7	3	7
METFORMIN	MK-8669	RPMI7951	0.6325000000000001	8	7	4	7
METFORMIN	SUNITINIB	RPMI7951	-0.2649999999999999	8	7	2	7
METFORMIN	TEMOZOLOMIDE	RPMI7951	0.915	8	7	3	7
METFORMIN	ZOLINZA	RPMI7951	0.2149999999999999	1	7	7	7
METHOTREXATE	ABT-888	RPMI7951	-1.4525	9	8	1	7
METHOTREXATE	AZD1775	RPMI7951	-2.3625	7	8	2	7
METHOTREXATE	BORTEZOMIB	RPMI7951	-0.8674999999999999	1	8	4	7
METHOTREXATE	DINACICLIB	RPMI7951	-1.03	0	8	9	7
METHOTREXATE	LAPATINIB	RPMI7951	-2.04	3	8	6	7
METHOTREXATE	MK-4827	RPMI7951	-0.7125	2	8	2	7
METHOTREXATE	MK-8776	RPMI7951	-0.1175	1	8	5	7
MITOMYCINE	ABT-888	RPMI7951	-0.3624999999999999	4	9	1	7
MITOMYCINE	AZD1775	RPMI7951	2.9275	0	9	2	7
MITOMYCINE	BEZ-235	RPMI7951	-0.8275	8	9	3	7
MITOMYCINE	BORTEZOMIB	RPMI7951	0.98	4	9	4	7
MITOMYCINE	DASATINIB	RPMI7951	-0.8275000000000001	7	9	7	7
MITOMYCINE	DINACICLIB	RPMI7951	-0.0824999999999999	3	9	9	7
MITOMYCINE	GELDANAMYCIN	RPMI7951	-0.3975	9	9	3	7
MITOMYCINE	LAPATINIB	RPMI7951	2.6225	4	9	6	7
MITOMYCINE	MK-2206	RPMI7951	-0.9175	8	9	0	7
MITOMYCINE	MK-4827	RPMI7951	1.7725000000000002	9	9	2	7
MITOMYCINE	SUNITINIB	RPMI7951	-2.7625	8	9	2	7
MITOMYCINE	TEMOZOLOMIDE	RPMI7951	0.1725	1	9	3	7
MK-2206	ABT-888	RPMI7951	3.2925	1	0	1	7
MK-2206	BORTEZOMIB	RPMI7951	0.0475	6	0	4	7
MK-2206	DASATINIB	RPMI7951	-2.105	6	0	7	7
MK-2206	DINACICLIB	RPMI7951	3.0875000000000004	2	0	9	7
MK-2206	GELDANAMYCIN	RPMI7951	-0.905	7	0	3	7
MK-2206	MK-8776	RPMI7951	1.2725	3	0	5	7
MK-2206	PD325901	RPMI7951	0.2375	9	0	9	7
MK-2206	SN-38	RPMI7951	2.3825	8	0	0	7
MK-4541	5-FU	RPMI7951	-1.8575	9	1	0	7
MK-4541	ABT-888	RPMI7951	0.7374999999999998	3	1	1	7
MK-4541	AZD1775	RPMI7951	0.9525	7	1	2	7
MK-4541	BORTEZOMIB	RPMI7951	2.5525	5	1	4	7
MK-4541	CARBOPLATIN	RPMI7951	1.9350000000000005	4	1	5	7
MK-4541	CYCLOPHOSPHAMIDE	RPMI7951	3.1875	4	1	6	7
MK-4541	DASATINIB	RPMI7951	-1.145	8	1	7	7
MK-4541	DEXAMETHASONE	RPMI7951	3.4325	1	1	8	7
MK-4541	DINACICLIB	RPMI7951	-0.0699999999999999	5	1	9	7
MK-4541	GELDANAMYCIN	RPMI7951	-0.7575000000000001	9	1	3	7
MK-4541	GEMCITABINE	RPMI7951	1.9225	6	1	4	7
MK-4541	L778123	RPMI7951	0.4700000000000002	7	1	5	7
MK-4541	MITOMYCINE	RPMI7951	0.715	7	1	9	7
MK-4541	MK-2206	RPMI7951	0.7775	5	1	0	7
MK-4541	MK-4827	RPMI7951	1.885	7	1	2	7
MK-4541	MK-5108	RPMI7951	1.36	3	1	3	7
MK-4541	MK-8669	RPMI7951	1.65	7	1	4	7
MK-4541	MK-8776	RPMI7951	3.6425	4	1	5	7
MK-4541	MRK-003	RPMI7951	3.3075	3	1	6	7
MK-4541	PACLITAXEL	RPMI7951	2.3275	9	1	8	7
MK-4541	SN-38	RPMI7951	-0.0024999999999999	2	1	0	7
MK-4541	SUNITINIB	RPMI7951	2.14	6	1	2	7
MK-4541	TEMOZOLOMIDE	RPMI7951	-1.0525000000000002	1	1	3	7
MK-4541	VINBLASTINE	RPMI7951	1.735	3	1	5	7
MK-4541	VINORELBINE	RPMI7951	1.42	6	1	6	7
MK-4541	ZOLINZA	RPMI7951	0.955	4	1	7	7
MK-4827	ABT-888	RPMI7951	2.55	5	2	1	7
MK-4827	DASATINIB	RPMI7951	-0.585	4	2	7	7
MK-4827	DINACICLIB	RPMI7951	2.405	6	2	9	7
MK-4827	GELDANAMYCIN	RPMI7951	2.35	4	2	3	7
MK-4827	MK-8669	RPMI7951	1.3675	9	2	4	7
MK-4827	OXALIPLATIN	RPMI7951	-2.385	4	2	7	7
MK-4827	PD325901	RPMI7951	-1.9075	2	2	9	7
MK-5108	BEZ-235	RPMI7951	2.7625	4	3	3	7
MK-5108	DASATINIB	RPMI7951	-3.125	0	3	7	7
MK-5108	DINACICLIB	RPMI7951	0.215	0	3	9	7
MK-5108	GELDANAMYCIN	RPMI7951	0.955	0	3	3	7
MK-5108	MK-2206	RPMI7951	0.96	3	3	0	7
MK-5108	MK-8669	RPMI7951	1.3724999999999998	6	3	4	7
MK-5108	OXALIPLATIN	RPMI7951	-0.3125	1	3	7	7
MK-8669	GELDANAMYCIN	RPMI7951	-1.0824999999999998	8	4	3	7
MK-8669	SN-38	RPMI7951	0.08	1	4	0	7
MK-8669	TOPOTECAN	RPMI7951	-0.0875	9	4	4	7
MRK-003	5-FU	RPMI7951	1.3250000000000002	3	6	0	7
MRK-003	BORTEZOMIB	RPMI7951	3.5325	1	6	4	7
MRK-003	CARBOPLATIN	RPMI7951	2.0025	9	6	5	7
MRK-003	DASATINIB	RPMI7951	2.415	0	6	7	7
MRK-003	DEXAMETHASONE	RPMI7951	2.965	9	6	8	7
MRK-003	DOXORUBICIN	RPMI7951	2.7225	9	6	0	7
MRK-003	GELDANAMYCIN	RPMI7951	-2.395	2	6	3	7
MRK-003	METFORMIN	RPMI7951	3.15	6	6	7	7
MRK-003	METHOTREXATE	RPMI7951	-2.5625	8	6	8	7
MRK-003	MK-5108	RPMI7951	2.665	9	6	3	7
MRK-003	PD325901	RPMI7951	-1.585	9	6	9	7
MRK-003	SORAFENIB	RPMI7951	2.745	4	6	1	7
OXALIPLATIN	DINACICLIB	RPMI7951	2.39	7	7	9	7
PACLITAXEL	AZD1775	RPMI7951	2.3375	9	8	2	7
PACLITAXEL	BEZ-235	RPMI7951	-0.615	0	8	3	7
PACLITAXEL	BORTEZOMIB	RPMI7951	2.8325	6	8	4	7
PACLITAXEL	DASATINIB	RPMI7951	-1.945	6	8	7	7
PACLITAXEL	DINACICLIB	RPMI7951	2.365	1	8	9	7
PACLITAXEL	ERLOTINIB	RPMI7951	1.91	0	8	1	7
PACLITAXEL	GELDANAMYCIN	RPMI7951	0.1899999999999999	6	8	3	7
PACLITAXEL	LAPATINIB	RPMI7951	2.6975	8	8	6	7
PACLITAXEL	MK-2206	RPMI7951	1.4525	4	8	0	7
PACLITAXEL	MK-4827	RPMI7951	1.5225	9	8	2	7
PACLITAXEL	MK-8669	RPMI7951	-0.4575000000000001	2	8	4	7
PACLITAXEL	MK-8776	RPMI7951	2.9025000000000003	3	8	5	7
PACLITAXEL	PD325901	RPMI7951	-1.405	2	8	9	7
PACLITAXEL	SUNITINIB	RPMI7951	-1.3175	5	8	2	7
PACLITAXEL	TEMOZOLOMIDE	RPMI7951	1.475	4	8	3	7
PACLITAXEL	ZOLINZA	RPMI7951	3.39	9	8	7	7
PD325901	ABT-888	RPMI7951	-1.4999999999999998	6	9	1	7
PD325901	BORTEZOMIB	RPMI7951	1.9775	2	9	4	7
PD325901	DINACICLIB	RPMI7951	-2.3925	7	9	9	7
PD325901	GELDANAMYCIN	RPMI7951	-2.38	2	9	3	7
PD325901	MK-8669	RPMI7951	1.975	7	9	4	7
PD325901	MK-8776	RPMI7951	1.0825	4	9	5	7
PD325901	SORAFENIB	RPMI7951	-1.49	4	9	1	7
PD325901	TOPOTECAN	RPMI7951	0.9175	5	9	4	7
SN-38	DINACICLIB	RPMI7951	0.8125	2	0	9	7
SN-38	MK-8776	RPMI7951	1.1	5	0	5	7
SN-38	SORAFENIB	RPMI7951	1.61	4	0	1	7
SORAFENIB	DINACICLIB	RPMI7951	-0.3425000000000001	6	1	9	7
SORAFENIB	MK-8776	RPMI7951	0.5075	8	1	5	7
SUNITINIB	DASATINIB	RPMI7951	3.455	9	2	7	7
SUNITINIB	GELDANAMYCIN	RPMI7951	1.5975	3	2	3	7
SUNITINIB	MK-4827	RPMI7951	2.9375	4	2	2	7
SUNITINIB	MK-5108	RPMI7951	-1.4675	7	2	3	7
SUNITINIB	PD325901	RPMI7951	-0.9375	0	2	9	7
SUNITINIB	TEMOZOLOMIDE	RPMI7951	-3.26	6	2	3	7
SUNITINIB	TOPOTECAN	RPMI7951	2.9925	2	2	4	7
TEMOZOLOMIDE	BORTEZOMIB	RPMI7951	2.0250000000000004	0	3	4	7
TEMOZOLOMIDE	DASATINIB	RPMI7951	-0.7550000000000001	3	3	7	7
TEMOZOLOMIDE	DINACICLIB	RPMI7951	2.8675	0	3	9	7
TEMOZOLOMIDE	GELDANAMYCIN	RPMI7951	-0.785	2	3	3	7
TEMOZOLOMIDE	LAPATINIB	RPMI7951	2.9825	1	3	6	7
TEMOZOLOMIDE	MK-2206	RPMI7951	1.28	9	3	0	7
TEMOZOLOMIDE	MK-5108	RPMI7951	2.0125	0	3	3	7
TEMOZOLOMIDE	MK-8669	RPMI7951	1.2725	1	3	4	7
TEMOZOLOMIDE	PD325901	RPMI7951	-1.1725	9	3	9	7
TEMOZOLOMIDE	SN-38	RPMI7951	2.4175	0	3	0	7
TOPOTECAN	BEZ-235	RPMI7951	1.5175	3	4	3	7
TOPOTECAN	DINACICLIB	RPMI7951	2.4275	3	4	9	7
VINBLASTINE	ABT-888	RPMI7951	-1.9025	9	5	1	7
VINBLASTINE	BORTEZOMIB	RPMI7951	3.3875	6	5	4	7
VINBLASTINE	DASATINIB	RPMI7951	-1.7075	8	5	7	7
VINBLASTINE	DINACICLIB	RPMI7951	3.0625	6	5	9	7
VINBLASTINE	GELDANAMYCIN	RPMI7951	1.3025	0	5	3	7
VINBLASTINE	MK-8776	RPMI7951	1.5425000000000002	0	5	5	7
VINBLASTINE	PD325901	RPMI7951	0.4575	0	5	9	7
VINBLASTINE	SORAFENIB	RPMI7951	1.2425000000000002	4	5	1	7
VINBLASTINE	SUNITINIB	RPMI7951	0.5949999999999999	2	5	2	7
VINORELBINE	ABT-888	RPMI7951	2.7625	7	6	1	7
VINORELBINE	AZD1775	RPMI7951	0.8200000000000001	6	6	2	7
VINORELBINE	BORTEZOMIB	RPMI7951	3.29	2	6	4	7
VINORELBINE	DASATINIB	RPMI7951	-1.17	1	6	7	7
VINORELBINE	GELDANAMYCIN	RPMI7951	1.97	5	6	3	7
VINORELBINE	MK-2206	RPMI7951	1.83	8	6	0	7
VINORELBINE	MK-4827	RPMI7951	1.7225	8	6	2	7
VINORELBINE	MK-5108	RPMI7951	-2.705	8	6	3	7
VINORELBINE	MK-8669	RPMI7951	2.015	5	6	4	7
VINORELBINE	MK-8776	RPMI7951	3.425	9	6	5	7
VINORELBINE	PD325901	RPMI7951	-1.5475	7	6	9	7
VINORELBINE	SUNITINIB	RPMI7951	-1.095	2	6	2	7
VINORELBINE	TEMOZOLOMIDE	RPMI7951	0.43	4	6	3	7
VINORELBINE	ZOLINZA	RPMI7951	3.6125	4	6	7	7
ZOLINZA	DASATINIB	RPMI7951	-2.8675	4	7	7	7
ZOLINZA	DINACICLIB	RPMI7951	-0.0324999999999999	6	7	9	7
ZOLINZA	MK-2206	RPMI7951	2.9325	8	7	0	7
ZOLINZA	MK-8669	RPMI7951	2.8825	2	7	4	7
ZOLINZA	PD325901	RPMI7951	-2.8075	7	7	9	7
ZOLINZA	SUNITINIB	RPMI7951	2.7525	1	7	2	7
5-FU	DASATINIB	RPMI7951	-4.6975	2	0	7	7
5-FU	L778123	RPMI7951	-4.185	7	0	5	7
5-FU	PD325901	RPMI7951	-9.3125	1	0	9	7
5-FU	SORAFENIB	RPMI7951	-9.4525	2	0	1	7
5-FU	TEMOZOLOMIDE	RPMI7951	-5.175	7	0	3	7
ABT-888	OXALIPLATIN	RPMI7951	-6.442500000000001	3	1	7	7
CARBOPLATIN	SORAFENIB	RPMI7951	-13.7775	5	5	1	7
CYCLOPHOSPHAMIDE	SORAFENIB	RPMI7951	-6.470000000000001	4	6	1	7
DASATINIB	OXALIPLATIN	RPMI7951	-9.02	4	7	7	7
DASATINIB	SORAFENIB	RPMI7951	-6.4625	8	7	1	7
DEXAMETHASONE	DASATINIB	RPMI7951	-7.005	6	8	7	7
DEXAMETHASONE	SORAFENIB	RPMI7951	-3.555	6	8	1	7
DOXORUBICIN	MK-8669	RPMI7951	-3.38	0	0	4	7
DOXORUBICIN	SORAFENIB	RPMI7951	-6.405	7	0	1	7
ERLOTINIB	OXALIPLATIN	RPMI7951	-7.734999999999999	3	1	7	7
ERLOTINIB	SORAFENIB	RPMI7951	-4.045	5	1	1	7
ETOPOSIDE	PD325901	RPMI7951	-3.805	2	2	9	7
GELDANAMYCIN	SORAFENIB	RPMI7951	-3.595	6	3	1	7
GEMCITABINE	ABT-888	RPMI7951	-3.5650000000000004	5	4	1	7
GEMCITABINE	LAPATINIB	RPMI7951	-3.8425	9	4	6	7
GEMCITABINE	SORAFENIB	RPMI7951	-8.5225	8	4	1	7
GEMCITABINE	TEMOZOLOMIDE	RPMI7951	-3.6275	4	4	3	7
L778123	SORAFENIB	RPMI7951	-6.94	8	5	1	7
LAPATINIB	OXALIPLATIN	RPMI7951	-6.959999999999999	8	6	7	7
METFORMIN	GELDANAMYCIN	RPMI7951	-4.885	5	7	3	7
METFORMIN	PD325901	RPMI7951	-5.68	7	7	9	7
METFORMIN	SORAFENIB	RPMI7951	-6.692500000000001	4	7	1	7
METHOTREXATE	BEZ-235	RPMI7951	-11.6425	9	8	3	7
METHOTREXATE	DASATINIB	RPMI7951	-15.99	5	8	7	7
METHOTREXATE	ERLOTINIB	RPMI7951	-4.765	3	8	1	7
METHOTREXATE	GELDANAMYCIN	RPMI7951	-6.025	9	8	3	7
METHOTREXATE	L778123	RPMI7951	-8.947500000000002	0	8	5	7
METHOTREXATE	MK-2206	RPMI7951	-11.1275	8	8	0	7
METHOTREXATE	MK-5108	RPMI7951	-5.050000000000001	6	8	3	7
METHOTREXATE	MK-8669	RPMI7951	-20.775	8	8	4	7
METHOTREXATE	PD325901	RPMI7951	-13.53	6	8	9	7
METHOTREXATE	SORAFENIB	RPMI7951	-6.437500000000001	3	8	1	7
METHOTREXATE	SUNITINIB	RPMI7951	-7.3625	1	8	2	7
METHOTREXATE	TEMOZOLOMIDE	RPMI7951	-7.85	2	8	3	7
METHOTREXATE	ZOLINZA	RPMI7951	-6.2675	0	8	7	7
MITOMYCINE	ERLOTINIB	RPMI7951	-23.1975	9	9	1	7
MITOMYCINE	L778123	RPMI7951	-14.355	6	9	5	7
MITOMYCINE	MK-5108	RPMI7951	-3.6475	1	9	3	7
MITOMYCINE	MK-8669	RPMI7951	-3.42	8	9	4	7
MITOMYCINE	PD325901	RPMI7951	-5.234999999999999	7	9	9	7
MITOMYCINE	SORAFENIB	RPMI7951	-43.4125	1	9	1	7
MK-2206	OXALIPLATIN	RPMI7951	-8.7925	3	0	7	7
MK-2206	SORAFENIB	RPMI7951	-4.4625	4	0	1	7
MK-4541	METFORMIN	RPMI7951	-5.3725000000000005	4	1	7	7
MK-4541	METHOTREXATE	RPMI7951	-5.835	5	1	8	7
MK-4541	OXALIPLATIN	RPMI7951	-4.4275	7	1	7	7
MK-4541	PD325901	RPMI7951	-3.912500000000001	3	1	9	7
MK-4541	SORAFENIB	RPMI7951	-6.4275	0	1	1	7
MK-4827	SORAFENIB	RPMI7951	-4.2175	9	2	1	7
MK-5108	PD325901	RPMI7951	-5.33	2	3	9	7
MK-5108	SORAFENIB	RPMI7951	-5.0975	4	3	1	7
MK-8669	OXALIPLATIN	RPMI7951	-4.345	4	4	7	7
MK-8669	SORAFENIB	RPMI7951	-4.1825	6	4	1	7
MRK-003	MITOMYCINE	RPMI7951	-3.465	1	6	9	7
MRK-003	OXALIPLATIN	RPMI7951	-6.777500000000001	9	6	7	7
OXALIPLATIN	SORAFENIB	RPMI7951	-13.1375	2	7	1	7
PACLITAXEL	SORAFENIB	RPMI7951	-3.94	9	8	1	7
PD325901	DASATINIB	RPMI7951	-3.3875	8	9	7	7
PD325901	OXALIPLATIN	RPMI7951	-5.75	2	9	7	7
PD325901	SN-38	RPMI7951	-5.585	7	9	0	7
SUNITINIB	OXALIPLATIN	RPMI7951	-9.075	3	2	7	7
SUNITINIB	SORAFENIB	RPMI7951	-6.807500000000001	0	2	1	7
TEMOZOLOMIDE	OXALIPLATIN	RPMI7951	-4.6175	0	3	7	7
TEMOZOLOMIDE	SORAFENIB	RPMI7951	-6.5625	2	3	1	7
VINBLASTINE	TEMOZOLOMIDE	RPMI7951	-4.775	9	5	3	7
VINORELBINE	ERLOTINIB	RPMI7951	-4.7175	0	6	1	7
VINORELBINE	SORAFENIB	RPMI7951	-4.905	1	6	1	7
ZOLINZA	GELDANAMYCIN	RPMI7951	-3.58	1	7	3	7
ZOLINZA	SORAFENIB	RPMI7951	-3.7375	5	7	1	7
5-FU	AZD1775	SKMEL30	11.54	7	0	2	8
5-FU	DASATINIB	SKMEL30	11.607499999999998	8	0	7	8
5-FU	ERLOTINIB	SKMEL30	6.9275	2	0	1	8
5-FU	LAPATINIB	SKMEL30	5.1825	3	0	6	8
5-FU	MK-2206	SKMEL30	3.9825	4	0	0	8
5-FU	MK-4827	SKMEL30	6.032500000000001	4	0	2	8
5-FU	MK-5108	SKMEL30	9.75	0	0	3	8
5-FU	MK-8669	SKMEL30	9.98	7	0	4	8
5-FU	SUNITINIB	SKMEL30	4.2275	9	0	2	8
5-FU	ZOLINZA	SKMEL30	8.195	6	0	7	8
ABT-888	BEZ-235	SKMEL30	11.85	3	1	3	8
ABT-888	DINACICLIB	SKMEL30	4.1725	9	1	9	8
ABT-888	GELDANAMYCIN	SKMEL30	17.65	1	1	3	8
ABT-888	SN-38	SKMEL30	17.38	7	1	0	8
ABT-888	SORAFENIB	SKMEL30	5.525	4	1	1	8
AZD1775	ABT-888	SKMEL30	5.59	3	2	1	8
AZD1775	BEZ-235	SKMEL30	15.135	1	2	3	8
AZD1775	BORTEZOMIB	SKMEL30	4.205	7	2	4	8
AZD1775	DASATINIB	SKMEL30	22.08	2	2	7	8
AZD1775	DINACICLIB	SKMEL30	3.8425	2	2	9	8
AZD1775	ERLOTINIB	SKMEL30	6.86	1	2	1	8
AZD1775	GELDANAMYCIN	SKMEL30	17.4475	4	2	3	8
AZD1775	LAPATINIB	SKMEL30	12.965	2	2	6	8
AZD1775	MK-2206	SKMEL30	5.754999999999999	2	2	0	8
AZD1775	MK-4827	SKMEL30	19.91	3	2	2	8
AZD1775	MK-5108	SKMEL30	8.254999999999999	0	2	3	8
AZD1775	MK-8669	SKMEL30	14.8625	3	2	4	8
AZD1775	MK-8776	SKMEL30	35.13	6	2	5	8
AZD1775	OXALIPLATIN	SKMEL30	5.609999999999999	0	2	7	8
AZD1775	PD325901	SKMEL30	3.8475	7	2	9	8
AZD1775	SN-38	SKMEL30	14.1325	2	2	0	8
AZD1775	SORAFENIB	SKMEL30	5.205	5	2	1	8
AZD1775	TOPOTECAN	SKMEL30	10.88	2	2	4	8
BEZ-235	MK-8776	SKMEL30	7.76	3	3	5	8
BEZ-235	OXALIPLATIN	SKMEL30	6.825	6	3	7	8
BEZ-235	SN-38	SKMEL30	10.3975	0	3	0	8
BEZ-235	SORAFENIB	SKMEL30	4.9225	0	3	1	8
BORTEZOMIB	BEZ-235	SKMEL30	7.9575	4	4	3	8
BORTEZOMIB	DASATINIB	SKMEL30	6.3925	5	4	7	8
BORTEZOMIB	GELDANAMYCIN	SKMEL30	6.57	3	4	3	8
BORTEZOMIB	MK-8669	SKMEL30	4.5175	6	4	4	8
BORTEZOMIB	OXALIPLATIN	SKMEL30	4.095	8	4	7	8
BORTEZOMIB	SN-38	SKMEL30	3.8275	4	4	0	8
CARBOPLATIN	ABT-888	SKMEL30	14.465	8	5	1	8
CARBOPLATIN	AZD1775	SKMEL30	20.5225	8	5	2	8
CARBOPLATIN	BEZ-235	SKMEL30	16.4625	4	5	3	8
CARBOPLATIN	BORTEZOMIB	SKMEL30	9.3475	7	5	4	8
CARBOPLATIN	DASATINIB	SKMEL30	11.935	0	5	7	8
CARBOPLATIN	ERLOTINIB	SKMEL30	6.469999999999999	4	5	1	8
CARBOPLATIN	GELDANAMYCIN	SKMEL30	22.42	3	5	3	8
CARBOPLATIN	MK-2206	SKMEL30	14.895	5	5	0	8
CARBOPLATIN	MK-4827	SKMEL30	12.755	9	5	2	8
CARBOPLATIN	MK-5108	SKMEL30	12.745	8	5	3	8
CARBOPLATIN	MK-8669	SKMEL30	19.2475	6	5	4	8
CARBOPLATIN	MK-8776	SKMEL30	16.1225	2	5	5	8
CARBOPLATIN	TEMOZOLOMIDE	SKMEL30	5.67	0	5	3	8
CARBOPLATIN	ZOLINZA	SKMEL30	12.95	6	5	7	8
CYCLOPHOSPHAMIDE	ABT-888	SKMEL30	11.48	4	6	1	8
CYCLOPHOSPHAMIDE	AZD1775	SKMEL30	15.2575	7	6	2	8
CYCLOPHOSPHAMIDE	BEZ-235	SKMEL30	12.45	2	6	3	8
